method,lambda1,lambda2,lambda3,rmse_dflow,mae_dflow,r2_dflow,rmse_dgap,mae_dgap,r2_dgap,joint_rmse_mean,joint_mae_mean,joint_r2_mean,collaboration_rmse,accuracy_dflow,accuracy_dgap,joint_pair_accuracy
full_joint_recommendation,1.0,4.0,0.5,0.2208630521496931,0.04878048780487805,0.6870229007633588,0.20161945963637795,0.04065040650406504,0.9073516119313046,0.21124125589303552,0.044715447154471545,0.7971872563473317,0.9277204208242078,0.9512195121951219,0.959349593495935,0.9105691056910569
full_joint_recommendation,1.0,1.0,0.25,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.31234752377721214,0.0975609756097561,0.777643868635131,0.2199314331949399,0.05691056910569106,0.836659084444792,0.8652313543752596,0.983739837398374,0.9024390243902439,0.8861788617886179
full_joint_recommendation,2.0,2.0,0.5,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.31234752377721214,0.0975609756097561,0.777643868635131,0.2199314331949399,0.05691056910569106,0.836659084444792,0.8652313543752596,0.983739837398374,0.9024390243902439,0.8861788617886179
full_joint_recommendation,4.0,4.0,1.0,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.31234752377721214,0.0975609756097561,0.777643868635131,0.2199314331949399,0.05691056910569106,0.836659084444792,0.8652313543752596,0.983739837398374,0.9024390243902439,0.8861788617886179
full_joint_recommendation,2.0,1.0,0.25,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.325101610132231,0.10569105691056911,0.759114191021392,0.22630847637244933,0.06097560975609757,0.8273942456379224,0.8535114873885066,0.983739837398374,0.8943089430894309,0.8780487804878049
full_joint_recommendation,4.0,2.0,0.5,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.325101610132231,0.10569105691056911,0.759114191021392,0.22630847637244933,0.06097560975609757,0.8273942456379224,0.8535114873885066,0.983739837398374,0.8943089430894309,0.8780487804878049
full_joint_recommendation,4.0,1.0,0.25,0.15617376188860607,0.024390243902439025,0.8435114503816794,0.3373738848983159,0.11382113821138211,0.740584513407653,0.246773823393461,0.06910569105691057,0.7920479818946662,0.8442056346267823,0.975609756097561,0.8861788617886179,0.8617886178861789
full_joint_recommendation,0.5,1.0,0.25,0.20161945963637795,0.04065040650406504,0.7391857506361323,0.2990499863048703,0.08943089430894309,0.7961735462488702,0.2503347229706241,0.06504065040650406,0.7676796484425013,0.8628590741110721,0.959349593495935,0.9105691056910569,0.8699186991869918
full_joint_recommendation,1.0,2.0,0.5,0.20161945963637795,0.04065040650406504,0.7391857506361323,0.2990499863048703,0.08943089430894309,0.7961735462488702,0.2503347229706241,0.06504065040650406,0.7676796484425013,0.8628590741110721,0.959349593495935,0.9105691056910569,0.8699186991869918
full_joint_recommendation,2.0,4.0,1.0,0.20161945963637795,0.04065040650406504,0.7391857506361323,0.2990499863048703,0.08943089430894309,0.7961735462488702,0.2503347229706241,0.06504065040650406,0.7676796484425013,0.8628590741110721,0.959349593495935,0.9105691056910569,0.8699186991869918
full_joint_recommendation,1.0,0.5,0.25,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.48556395842728817,0.23577235772357724,0.4626393492015668,0.3065396505199779,0.12601626016260162,0.6791568247280099,0.6480767862505771,0.983739837398374,0.7642276422764228,0.7479674796747967
full_joint_recommendation,2.0,0.5,0.25,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.48556395842728817,0.23577235772357724,0.4626393492015668,0.3065396505199779,0.12601626016260162,0.6791568247280099,0.6480767862505771,0.983739837398374,0.7642276422764228,0.7479674796747967
full_joint_recommendation,2.0,1.0,0.5,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.48556395842728817,0.23577235772357724,0.4626393492015668,0.3065396505199779,0.12601626016260162,0.6791568247280099,0.6480767862505771,0.983739837398374,0.7642276422764228,0.7479674796747967
full_joint_recommendation,4.0,1.0,0.5,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.48556395842728817,0.23577235772357724,0.4626393492015668,0.3065396505199779,0.12601626016260162,0.6791568247280099,0.6480767862505771,0.983739837398374,0.7642276422764228,0.7479674796747967
full_joint_recommendation,4.0,2.0,1.0,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.48556395842728817,0.23577235772357724,0.4626393492015668,0.3065396505199779,0.12601626016260162,0.6791568247280099,0.6480767862505771,0.983739837398374,0.7642276422764228,0.7479674796747967
full_joint_recommendation,4.0,0.5,0.25,0.15617376188860607,0.024390243902439025,0.8435114503816794,0.48556395842728817,0.23577235772357724,0.4626393492015668,0.32086886015794713,0.13008130081300814,0.6530753997916231,0.6514465267435612,0.975609756097561,0.7642276422764228,0.7398373983739838
full_joint_recommendation,1.0,0.5,0.5,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.5257592264788534,0.2764227642276423,0.36999096113287133,0.3266372845457606,0.14634146341463414,0.6328326306936621,0.6278092114511789,0.983739837398374,0.7235772357723578,0.7073170731707317
full_joint_recommendation,2.0,0.5,0.5,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.5257592264788534,0.2764227642276423,0.36999096113287133,0.3266372845457606,0.14634146341463414,0.6328326306936621,0.6278092114511789,0.983739837398374,0.7235772357723578,0.7073170731707317
full_joint_recommendation,2.0,1.0,1.0,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.5257592264788534,0.2764227642276423,0.36999096113287133,0.3266372845457606,0.14634146341463414,0.6328326306936621,0.6278092114511789,0.983739837398374,0.7235772357723578,0.7073170731707317
full_joint_recommendation,4.0,0.5,0.5,0.12751534261266767,0.016260162601626018,0.8956743002544529,0.5257592264788534,0.2764227642276423,0.36999096113287133,0.3266372845457606,0.14634146341463414,0.6328326306936621,0.6278092114511789,0.983739837398374,0.7235772357723578,0.7073170731707317
